logical_table,instance_id,episode_seed,episode_id,deal_rate,closing_offer,n_supporters,quorum_close_rate,outvoted_seats,outvoted_below_threshold,outvoted_z,outvoted_dissented,any_below_threshold,treated_seat,treated_reject_share,treated_accept_share,treated_dissent_rate,treated_is_outvoted,treated_below_threshold
all_llm,scorable_negotiation-L3-a8641f6c33,4,scorable_negotiation-moves_chat-2737bcd1fb,1.0,P3,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-d9a0ef3c04,0,scorable_negotiation-moves_chat-296d8f8a54,1.0,P11,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-996daa4124,4,scorable_negotiation-moves_chat-2a5a24faf3,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-df1e479b72,3,scorable_negotiation-moves_chat-2af2a86eee,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-a9097927ce,3,scorable_negotiation-moves_chat-2b1c703656,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-46e1252af7,0,scorable_negotiation-moves_chat-306ba1a1ac,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-103cef6017,4,scorable_negotiation-moves_chat-30a50525e8,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a673abad3,4,scorable_negotiation-moves_chat-3441fea00a,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-a483b0d80d,2,scorable_negotiation-moves_chat-37a265d1b6,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-282034699c,1,scorable_negotiation-moves_chat-3979a92ec0,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-996daa4124,3,scorable_negotiation-moves_chat-3c5af56692,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-aabb4d986b,0,scorable_negotiation-moves_chat-3c94c8d801,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-712ba36a4f,4,scorable_negotiation-moves_chat-3ccd4cd4df,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a673abad3,0,scorable_negotiation-moves_chat-401fabdf56,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-19dae4b672,2,scorable_negotiation-moves_chat-428fde0ca5,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-65113008ad,2,scorable_negotiation-moves_chat-476c1ec15b,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-a8641f6c33,0,scorable_negotiation-moves_chat-47832acbdc,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-a9097927ce,2,scorable_negotiation-moves_chat-4adc13dd05,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-faf2ca7d47,2,scorable_negotiation-moves_chat-4cfe594a1a,1.0,P3,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-faf2ca7d47,0,scorable_negotiation-moves_chat-4cfeca4058,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-d9a0ef3c04,4,scorable_negotiation-moves_chat-4e544492f8,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-a8641f6c33,2,scorable_negotiation-moves_chat-50159fd990,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-df1e479b72,1,scorable_negotiation-moves_chat-517288a6bb,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-282034699c,3,scorable_negotiation-moves_chat-53dab75b28,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-8a29217702,3,scorable_negotiation-moves_chat-54096cdbfd,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-32200851b2,0,scorable_negotiation-moves_chat-55a50548c3,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-103cef6017,2,scorable_negotiation-moves_chat-58cab1472a,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-d9a0ef3c04,3,scorable_negotiation-moves_chat-59a8e91205,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a1b1c0960,3,scorable_negotiation-moves_chat-5b20bcbdbb,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a1b1c0960,1,scorable_negotiation-moves_chat-60192f6f98,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-34733a57e6,0,scorable_negotiation-moves_chat-67a80b5573,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-8a29217702,4,scorable_negotiation-moves_chat-69a7b7eda4,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-19dae4b672,0,scorable_negotiation-moves_chat-6b156982fb,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-a483b0d80d,0,scorable_negotiation-moves_chat-6e1f3c90b3,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-1fc37540c8,1,scorable_negotiation-moves_chat-6f65b702d7,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-19dae4b672,1,scorable_negotiation-moves_chat-784d59eeae,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-611ee402f7,1,scorable_negotiation-moves_chat-7a97e7bc9e,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-d49e5fe070,2,scorable_negotiation-moves_chat-7a9b3136eb,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-8a29217702,2,scorable_negotiation-moves_chat-7c18d7a022,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-1fc37540c8,4,scorable_negotiation-moves_chat-7c5b28584b,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-0aa50f7b83,4,scorable_negotiation-moves_chat-7cee18099b,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-a8641f6c33,3,scorable_negotiation-moves_chat-827c78b74f,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-34733a57e6,1,scorable_negotiation-moves_chat-84fc0c62a6,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-46e1252af7,2,scorable_negotiation-moves_chat-87190937e3,1.0,P2,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-34733a57e6,4,scorable_negotiation-moves_chat-8779ea8f5e,1.0,P11,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-d9a0ef3c04,1,scorable_negotiation-moves_chat-8f2141d655,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-d49e5fe070,1,scorable_negotiation-moves_chat-9032eac22c,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-faf2ca7d47,4,scorable_negotiation-moves_chat-9096a118e5,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-1fc37540c8,3,scorable_negotiation-moves_chat-9185b9ffb3,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a1b1c0960,2,scorable_negotiation-moves_chat-93457d963b,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-0aa50f7b83,2,scorable_negotiation-moves_chat-93903d63a3,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a1b1c0960,4,scorable_negotiation-moves_chat-982bb86f6b,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-df1e479b72,4,scorable_negotiation-moves_chat-9849b842bc,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-103cef6017,0,scorable_negotiation-moves_chat-98de039072,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-d49e5fe070,4,scorable_negotiation-moves_chat-991c5648be,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-996daa4124,0,scorable_negotiation-moves_chat-993553c761,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-a9097927ce,4,scorable_negotiation-moves_chat-9a013e8582,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-712ba36a4f,0,scorable_negotiation-moves_chat-a76cdb245a,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-32200851b2,4,scorable_negotiation-moves_chat-a7a0285741,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-d49e5fe070,0,scorable_negotiation-moves_chat-a7caac2deb,1.0,P2,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-adac68f4ac,3,scorable_negotiation-moves_chat-a949dec966,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-a483b0d80d,3,scorable_negotiation-moves_chat-aa97846727,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-46e1252af7,3,scorable_negotiation-moves_chat-abcf92c3ce,1.0,P2,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a1b1c0960,0,scorable_negotiation-moves_chat-ac28a4eb17,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-282034699c,4,scorable_negotiation-moves_chat-b3a28405cb,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a673abad3,2,scorable_negotiation-moves_chat-b780e293b1,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-a483b0d80d,1,scorable_negotiation-moves_chat-b91855e17a,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-611ee402f7,2,scorable_negotiation-moves_chat-ba57d752a0,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-adac68f4ac,4,scorable_negotiation-moves_chat-bc7e1dca2e,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-712ba36a4f,2,scorable_negotiation-moves_chat-bcdc0f6b35,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-8a29217702,1,scorable_negotiation-moves_chat-c050022f45,1.0,P3,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-65113008ad,1,scorable_negotiation-moves_chat-c2bee29822,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-32200851b2,2,scorable_negotiation-moves_chat-c3090c3fcd,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-8a29217702,0,scorable_negotiation-moves_chat-c7fe45a35a,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-0aa50f7b83,1,scorable_negotiation-moves_chat-c8c3568fa3,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-adac68f4ac,0,scorable_negotiation-moves_chat-c954a482c6,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-65113008ad,0,scorable_negotiation-moves_chat-cdb0ae5f32,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-aabb4d986b,1,scorable_negotiation-moves_chat-ceb201a15f,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-32200851b2,3,scorable_negotiation-moves_chat-d14de01df3,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-34733a57e6,2,scorable_negotiation-moves_chat-d1cb09fa11,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-46e1252af7,1,scorable_negotiation-moves_chat-d54afa1156,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-1fc37540c8,0,scorable_negotiation-moves_chat-d91be1219e,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-d9a0ef3c04,2,scorable_negotiation-moves_chat-da44201be8,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-0aa50f7b83,0,scorable_negotiation-moves_chat-da9af2a1f7,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-d49e5fe070,3,scorable_negotiation-moves_chat-dce4f6e23f,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a673abad3,3,scorable_negotiation-moves_chat-ddb6931a44,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-19dae4b672,3,scorable_negotiation-moves_chat-de409a298c,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-103cef6017,1,scorable_negotiation-moves_chat-df2c6f15d9,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-aabb4d986b,4,scorable_negotiation-moves_chat-e1e0e62311,1.0,P3,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-aabb4d986b,2,scorable_negotiation-moves_chat-e284f6a687,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L2-adac68f4ac,1,scorable_negotiation-moves_chat-e6d44b1b11,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-9a673abad3,1,scorable_negotiation-moves_chat-e7f4a93724,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-a483b0d80d,4,scorable_negotiation-moves_chat-ea4a85b868,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L3-46e1252af7,4,scorable_negotiation-moves_chat-ebfce960b5,1.0,P1,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-65113008ad,3,scorable_negotiation-moves_chat-ef75ae78a3,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-32200851b2,1,scorable_negotiation-moves_chat-f1b8a989b0,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L4-faf2ca7d47,1,scorable_negotiation-moves_chat-f286c34f78,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-282034699c,0,scorable_negotiation-moves_chat-f35c626e1c,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L1-aabb4d986b,3,scorable_negotiation-moves_chat-f44703cd39,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-611ee402f7,0,scorable_negotiation-moves_chat-f5de9ae9a8,1.0,P4,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_llm,scorable_negotiation-L0-34733a57e6,3,scorable_negotiation-moves_chat-fe0eaad2aa,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
one_rational,scorable_negotiation-L3-a8641f6c33,4,scorable_negotiation-moves_chat-002937c2a6,1.0,P11,5.0,0.0,,nan,nan,nan,0.0,Blake,0.0,0.4,0.0,0.0,0.0
one_rational,scorable_negotiation-L0-a483b0d80d,2,scorable_negotiation-moves_chat-0181624333,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,Ember,0.0,0.25,0.0,0.0,0.0
one_rational,scorable_negotiation-L4-8a29217702,3,scorable_negotiation-moves_chat-026f9cdd8a,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,Avery,0.0,0.4,0.0,0.0,0.0
one_rational,scorable_negotiation-L0-34733a57e6,3,scorable_negotiation-moves_chat-04fa2c5c5f,0.0,,nan,nan,,nan,nan,nan,nan,Blake,0.2,0.0,nan,nan,nan
one_rational,scorable_negotiation-L2-adac68f4ac,0,scorable_negotiation-moves_chat-06b8285276,1.0,P11,5.0,0.0,,nan,nan,nan,0.0,Casey,0.0,0.4,0.0,0.0,0.0
one_rational,scorable_negotiation-L4-faf2ca7d47,0,scorable_negotiation-moves_chat-0d3a7f2516,0.0,,nan,nan,,nan,nan,nan,nan,Ember,0.0,0.0,nan,nan,nan
one_rational,scorable_negotiation-L3-d9a0ef3c04,4,scorable_negotiation-moves_chat-0d3ba30f85,0.0,,nan,nan,,nan,nan,nan,nan,Blake,0.2,0.0,nan,nan,nan
one_rational,scorable_negotiation-L0-34733a57e6,4,scorable_negotiation-moves_chat-1087d9312c,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,Devon,0.0,0.5,0.0,0.0,0.0
one_rational,scorable_negotiation-L2-df1e479b72,3,scorable_negotiation-moves_chat-10965100dc,0.0,,nan,nan,,nan,nan,nan,nan,Devon,0.2,0.0,nan,nan,nan
one_rational,scorable_negotiation-L3-9a673abad3,1,scorable_negotiation-moves_chat-159e903b26,1.0,P5,5.0,0.0,,nan,nan,nan,0.0,Avery,0.0,0.25,0.0,0.0,0.0
one_rational,scorable_negotiation-L2-df1e479b72,4,scorable_negotiation-moves_chat-1c9b8bd548,1.0,P9,5.0,0.0,,nan,nan,nan,0.0,Avery,0.0,0.6,0.0,0.0,0.0
one_rational,scorable_negotiation-L1-a9097927ce,0,scorable_negotiation-moves_chat-1e5a9d4892,1.0,P3,5.0,0.0,,nan,nan,nan,0.0,Blake,0.0,0.75,0.0,0.0,0.0
one_rational,scorable_negotiation-L1-aabb4d986b,2,scorable_negotiation-moves_chat-21ae54b913,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,Avery,0.0,0.2,0.0,0.0,0.0
one_rational,scorable_negotiation-L2-103cef6017,3,scorable_negotiation-moves_chat-226eba3d00,1.0,P11,5.0,0.0,,nan,nan,nan,0.0,Devon,0.0,0.2,0.0,0.0,0.0
one_rational,scorable_negotiation-L3-9a1b1c0960,3,scorable_negotiation-moves_chat-27b651b1ac,0.0,,nan,nan,,nan,nan,nan,nan,Ember,0.2,0.2,nan,nan,nan
one_rational,scorable_negotiation-L0-34733a57e6,0,scorable_negotiation-moves_chat-27c64239f8,1.0,P11,5.0,0.0,,nan,nan,nan,0.0,Avery,0.0,0.2,0.0,0.0,0.0
one_rational,scorable_negotiation-L3-d9a0ef3c04,1,scorable_negotiation-moves_chat-27d514af04,0.0,,nan,nan,,nan,nan,nan,nan,Avery,0.0,0.0,nan,nan,nan
one_rational,scorable_negotiation-L2-df1e479b72,2,scorable_negotiation-moves_chat-28febe537c,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,Blake,0.0,0.75,0.0,0.0,0.0
one_rational,scorable_negotiation-L4-d49e5fe070,1,scorable_negotiation-moves_chat-2906028483,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,Blake,0.0,0.25,0.0,0.0,0.0
one_rational,scorable_negotiation-L1-282034699c,1,scorable_negotiation-moves_chat-2b847b57ae,1.0,P6,5.0,0.0,,nan,nan,nan,0.0,Devon,0.0,0.75,0.0,0.0,0.0
one_rational,scorable_negotiation-L4-712ba36a4f,2,scorable_negotiation-moves_chat-2c137e3394,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,Devon,0.0,0.2,0.0,0.0,0.0
one_rational,scorable_negotiation-L2-103cef6017,0,scorable_negotiation-moves_chat-2da7f0f9b8,1.0,P10,5.0,0.0,,nan,nan,nan,0.0,Casey,0.0,0.75,0.0,0.0,0.0
one_rational,scorable_negotiation-L3-9a673abad3,3,scorable_negotiation-moves_chat-2f26ed3503,1.0,P8,5.0,0.0,,nan,nan,nan,0.0,Ember,0.0,0.3333333333333333,0.0,0.0,0.0
one_rational,scorable_negotiation-L3-9a1b1c0960,0,scorable_negotiation-moves_chat-31595390c9,1.0,P7,5.0,0.0,,nan,nan,nan,0.0,Devon,0.0,0.75,0.0,0.0,0.0
