logical_table,cell_id,min_accept,persona_id,instance_id,episode_seed,treated_seat,difficulty_scalar,difficulty_tags,normalized_primary,normalized_nash_welfare,deal_rate,dist_to_nbs,gini,cost_usd
all_llm,all_llm,5,,scorable_negotiation-L1-a9097927ce,0,,0.551691,easy,0.7545,0.5193987562502007,1.0,0.48685450697447535,0.35818181818181816,1.2256700000000003
all_llm,all_llm,5,,scorable_negotiation-L1-282034699c,2,,0.600081,easy;large-frontier,0.9791,0.6216146550434868,1.0,0.34446504045980925,0.31029411764705883,0.9398050000000001
all_llm,all_llm,5,,scorable_negotiation-L1-a9097927ce,1,,0.551691,easy,0.7545,0.5193987562502007,1.0,0.48685450697447535,0.35818181818181816,0.747465
all_llm,all_llm,5,,scorable_negotiation-L1-19dae4b672,4,,0.62258,high-conflict;medium,0.9605,0.5190553291636535,1.0,0.5728688967940591,0.26542056074766357,1.65163
all_llm,all_llm,5,,scorable_negotiation-L1-996daa4124,2,,0.61343,easy;large-frontier,0.8835,0.4676486583368195,1.0,0.561600755547722,0.3724770642201835,1.42507
all_llm,all_llm,5,,scorable_negotiation-L1-996daa4124,1,,0.61343,easy;large-frontier,1.0,0.641750200346156,1.0,0.0,0.31226765799256506,1.31231
all_llm,all_llm,5,,scorable_negotiation-L1-996daa4124,4,,0.61343,easy;large-frontier,1.0,0.641750200346156,1.0,0.0,0.31226765799256506,1.03867
all_llm,all_llm,5,,scorable_negotiation-L1-a9097927ce,3,,0.551691,easy,0.7545,0.5193987562502007,1.0,0.48685450697447535,0.35818181818181816,1.2413649999999998
all_llm,all_llm,5,,scorable_negotiation-L1-282034699c,1,,0.600081,easy;large-frontier,0.7331,0.5535942439950864,1.0,0.8681224744166514,0.17115384615384616,1.2420450000000003
all_llm,all_llm,5,,scorable_negotiation-L1-996daa4124,3,,0.61343,easy;large-frontier,0.0,0.0,0.0,nan,nan,2.6512749999999996
all_llm,all_llm,5,,scorable_negotiation-L1-aabb4d986b,0,,0.614162,easy,0.8264,0.6159478240760222,1.0,0.5527773642186545,0.23911439114391145,1.0992650000000002
all_llm,all_llm,5,,scorable_negotiation-L1-19dae4b672,2,,0.62258,high-conflict;medium,0.9455,0.4886454343014315,1.0,0.26296012136086777,0.3076923076923077,1.34744
all_llm,all_llm,5,,scorable_negotiation-L1-a9097927ce,2,,0.551691,easy,0.7545,0.5193987562502007,1.0,0.48685450697447535,0.35818181818181816,0.901035
all_llm,all_llm,5,,scorable_negotiation-L1-282034699c,3,,0.600081,easy;large-frontier,0.7122,0.3470111887551854,1.0,1.0153037661503979,0.300507614213198,1.8609799999999999
all_llm,all_llm,5,,scorable_negotiation-L1-19dae4b672,0,,0.62258,high-conflict;medium,0.9455,0.4886454343014315,1.0,0.26296012136086777,0.3076923076923077,1.4253199999999997
all_llm,all_llm,5,,scorable_negotiation-L1-19dae4b672,1,,0.62258,high-conflict;medium,0.9605,0.5190553291636535,1.0,0.5728688967940591,0.26542056074766357,1.6970049999999999
all_llm,all_llm,5,,scorable_negotiation-L1-996daa4124,0,,0.61343,easy;large-frontier,1.0,0.641750200346156,1.0,0.0,0.31226765799256506,0.88092
all_llm,all_llm,5,,scorable_negotiation-L1-a9097927ce,4,,0.551691,easy,0.7433,0.5162669246679569,1.0,0.4619598154456175,0.31004784688995213,1.1406150000000002
all_llm,all_llm,5,,scorable_negotiation-L1-282034699c,4,,0.600081,easy;large-frontier,0.9791,0.6216146550434868,1.0,0.34446504045980925,0.31029411764705883,1.169675
all_llm,all_llm,5,,scorable_negotiation-L1-aabb4d986b,1,,0.614162,easy,0.8089,0.6211245843653387,1.0,0.6559906497738882,0.1390625,0.82604
all_llm,all_llm,5,,scorable_negotiation-L1-19dae4b672,3,,0.62258,high-conflict;medium,0.9059,0.4552299976170865,1.0,0.36118285512594217,0.35736040609137054,1.7223300000000001
all_llm,all_llm,5,,scorable_negotiation-L1-aabb4d986b,4,,0.614162,easy,0.9825,0.6903484307766603,1.0,0.0,0.2296774193548387,0.8122450000000002
all_llm,all_llm,5,,scorable_negotiation-L1-aabb4d986b,2,,0.614162,easy,0.6638,0.4231506646812993,1.0,1.1662438297669266,0.3509090909090909,1.4654399999999999
all_llm,all_llm,5,,scorable_negotiation-L1-282034699c,0,,0.600081,easy;large-frontier,0.0,0.0,0.0,nan,nan,2.1294199999999996
all_llm,all_llm,5,,scorable_negotiation-L1-aabb4d986b,3,,0.614162,easy,0.8264,0.6159478240760222,1.0,0.5527773642186545,0.23911439114391145,0.8252950000000001
all_llm,all_llm,5,,scorable_negotiation-L2-df1e479b72,0,,0.63001,medium;small-frontier,1.0,0.5912444496179982,1.0,0.6169319012476656,0.1731958762886598,1.2731999999999999
all_llm,all_llm,5,,scorable_negotiation-L2-1fc37540c8,2,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.8878,0.4864372656929292,1.0,0.7243709137131074,0.33176470588235296,1.480565
all_llm,all_llm,5,,scorable_negotiation-L2-103cef6017,3,,0.638165,medium;small-frontier,0.0,0.0,0.0,nan,nan,1.6661299999999999
all_llm,all_llm,5,,scorable_negotiation-L2-adac68f4ac,2,,0.642993,large-frontier;medium,0.9094,0.5504945285751159,1.0,0.5057195335451523,0.22781456953642384,1.5151649999999997
all_llm,all_llm,5,,scorable_negotiation-L2-0aa50f7b83,3,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.8216,0.5552364981257403,1.0,0.6255700920828654,0.2682080924855491,0.79477
all_llm,all_llm,5,,scorable_negotiation-L2-df1e479b72,2,,0.63001,medium;small-frontier,0.9608,0.6033188256577366,1.0,0.4166238404000277,0.3253588516746411,0.82063
all_llm,all_llm,5,,scorable_negotiation-L2-df1e479b72,3,,0.63001,medium;small-frontier,0.9608,0.6033188256577366,1.0,0.4166238404000277,0.3253588516746411,0.737865
all_llm,all_llm,5,,scorable_negotiation-L2-103cef6017,4,,0.638165,medium;small-frontier,0.9274,0.55188751480072,1.0,0.6755721495511996,0.26744186046511625,1.389425
all_llm,all_llm,5,,scorable_negotiation-L2-df1e479b72,1,,0.63001,medium;small-frontier,0.9608,0.6033188256577366,1.0,0.4166238404000277,0.3253588516746411,1.1056300000000001
all_llm,all_llm,5,,scorable_negotiation-L2-103cef6017,2,,0.638165,medium;small-frontier,0.9578,0.464110462236373,1.0,0.5062048047298621,0.385929648241206,1.28969
all_llm,all_llm,5,,scorable_negotiation-L2-1fc37540c8,1,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.8891,0.39862525191187015,1.0,0.5043263731254787,0.45208333333333334,1.226885
all_llm,all_llm,5,,scorable_negotiation-L2-1fc37540c8,4,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.2320754716981132,1.4604549999999998
all_llm,all_llm,5,,scorable_negotiation-L2-0aa50f7b83,4,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.8216,0.5552364981257403,1.0,0.6255700920828654,0.2682080924855491,1.2292949999999998
all_llm,all_llm,5,,scorable_negotiation-L2-1fc37540c8,3,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.2320754716981132,0.945945
all_llm,all_llm,5,,scorable_negotiation-L2-0aa50f7b83,2,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.8216,0.5552364981257403,1.0,0.6255700920828654,0.2682080924855491,1.034855
all_llm,all_llm,5,,scorable_negotiation-L2-df1e479b72,4,,0.63001,medium;small-frontier,1.0,0.5912444496179982,1.0,0.6169319012476656,0.1731958762886598,1.46797
all_llm,all_llm,5,,scorable_negotiation-L2-103cef6017,0,,0.638165,medium;small-frontier,1.0,0.6067372574347059,1.0,0.0,0.22995169082125605,1.30638
all_llm,all_llm,5,,scorable_negotiation-L2-adac68f4ac,3,,0.642993,large-frontier;medium,0.9094,0.5504945285751159,1.0,0.5057195335451523,0.22781456953642384,1.23991
all_llm,all_llm,5,,scorable_negotiation-L2-adac68f4ac,4,,0.642993,large-frontier;medium,1.0,0.6090497177797055,1.0,0.2785627654939933,0.33297297297297296,1.7992099999999998
all_llm,all_llm,5,,scorable_negotiation-L2-0aa50f7b83,1,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.711959814670554,1.0,0.37421149767279094,0.26291079812206575,0.8400899999999999
all_llm,all_llm,5,,scorable_negotiation-L2-adac68f4ac,0,,0.642993,large-frontier;medium,0.9711,0.567941185553376,1.0,0.49571449643171,0.25696969696969696,1.4708549999999998
all_llm,all_llm,5,,scorable_negotiation-L2-1fc37540c8,0,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.2320754716981132,1.1095450000000002
all_llm,all_llm,5,,scorable_negotiation-L2-0aa50f7b83,0,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.8216,0.5552364981257403,1.0,0.6255700920828654,0.2682080924855491,1.432265
all_llm,all_llm,5,,scorable_negotiation-L2-103cef6017,1,,0.638165,medium;small-frontier,1.0,0.6067372574347059,1.0,0.0,0.22995169082125605,1.25813
all_llm,all_llm,5,,scorable_negotiation-L2-adac68f4ac,1,,0.642993,large-frontier;medium,0.8648,0.530562755949202,1.0,0.6479912164000237,0.33375796178343947,1.093585
all_llm,all_llm,5,,scorable_negotiation-L3-a8641f6c33,1,,0.651538,medium;small-frontier,0.9628,0.699813695624205,1.0,0.0,0.16855345911949685,1.0961349999999999
all_llm,all_llm,5,,scorable_negotiation-L3-a8641f6c33,4,,0.651538,medium;small-frontier,1.0,0.5931902678602432,1.0,0.46216222212042785,0.3569620253164557,1.0994950000000001
all_llm,all_llm,5,,scorable_negotiation-L3-d9a0ef3c04,0,,0.7161,hard;no-clear-win-win;pivotal-seat,0.9965,0.8567252750493096,1.0,0.3866789581820089,0.41414141414141414,1.646095
all_llm,all_llm,5,,scorable_negotiation-L3-46e1252af7,0,,0.684076,hard;pivotal-seat,1.0,0.6301255536714604,1.0,0.7535799047879709,0.35348837209302325,0.7652850000000001
all_llm,all_llm,5,,scorable_negotiation-L3-9a673abad3,4,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.28679245283018867,1.56088
all_llm,all_llm,5,,scorable_negotiation-L3-9a673abad3,0,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.28679245283018867,1.11636
all_llm,all_llm,5,,scorable_negotiation-L3-a8641f6c33,0,,0.651538,medium;small-frontier,0.6793,0.5538446835202459,1.0,0.9478878791784949,0.2823529411764706,0.7441000000000001
all_llm,all_llm,5,,scorable_negotiation-L3-d9a0ef3c04,4,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.29333333333333333,1.5012349999999999
all_llm,all_llm,5,,scorable_negotiation-L3-a8641f6c33,2,,0.651538,medium;small-frontier,0.6793,0.5538446835202459,1.0,0.9478878791784949,0.2823529411764706,0.9557249999999999
all_llm,all_llm,5,,scorable_negotiation-L3-d9a0ef3c04,3,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.29333333333333333,1.2359349999999998
all_llm,all_llm,5,,scorable_negotiation-L3-9a1b1c0960,3,,0.689368,hard;pivotal-seat,0.9183,0.550249714729916,1.0,0.531682611776159,0.2318471337579618,0.9832400000000001
all_llm,all_llm,5,,scorable_negotiation-L3-9a1b1c0960,1,,0.689368,hard;pivotal-seat,0.9183,0.550249714729916,1.0,0.531682611776159,0.2318471337579618,1.3932099999999998
all_llm,all_llm,5,,scorable_negotiation-L3-a8641f6c33,3,,0.651538,medium;small-frontier,0.6793,0.5538446835202459,1.0,0.9478878791784949,0.2823529411764706,0.9141649999999999
all_llm,all_llm,5,,scorable_negotiation-L3-46e1252af7,2,,0.684076,hard;pivotal-seat,0.8431,0.7432269180632755,1.0,0.0,0.1068062827225131,0.8111549999999998
all_llm,all_llm,5,,scorable_negotiation-L3-d9a0ef3c04,1,,0.7161,hard;no-clear-win-win;pivotal-seat,0.9965,0.8567252750493096,1.0,0.3866789581820089,0.41414141414141414,1.3035949999999998
all_llm,all_llm,5,,scorable_negotiation-L3-9a1b1c0960,2,,0.689368,hard;pivotal-seat,1.0,0.5651930906483458,1.0,0.0,0.3073170731707317,0.960085
all_llm,all_llm,5,,scorable_negotiation-L3-9a1b1c0960,4,,0.689368,hard;pivotal-seat,0.8658,0.5473985264460587,1.0,0.6283897756239305,0.23333333333333334,2.066855
all_llm,all_llm,5,,scorable_negotiation-L3-46e1252af7,3,,0.684076,hard;pivotal-seat,1.0,0.6301255536714604,1.0,0.7535799047879709,0.35348837209302325,0.867385
all_llm,all_llm,5,,scorable_negotiation-L3-9a1b1c0960,0,,0.689368,hard;pivotal-seat,0.8658,0.5473985264460587,1.0,0.6283897756239305,0.23333333333333334,1.4087649999999998
all_llm,all_llm,5,,scorable_negotiation-L3-9a673abad3,2,,0.699699,hard;high-conflict;pivotal-seat,0.8846,0.0,1.0,0.8347904756731781,0.47374301675977654,1.36761
all_llm,all_llm,5,,scorable_negotiation-L3-46e1252af7,1,,0.684076,hard;pivotal-seat,0.8431,0.7432269180632755,1.0,0.0,0.1068062827225131,0.93849
all_llm,all_llm,5,,scorable_negotiation-L3-d9a0ef3c04,2,,0.7161,hard;no-clear-win-win;pivotal-seat,0.9965,0.8567252750493096,1.0,0.3866789581820089,0.41414141414141414,1.3604550000000002
all_llm,all_llm,5,,scorable_negotiation-L3-9a673abad3,3,,0.699699,hard;high-conflict;pivotal-seat,0.8846,0.0,1.0,0.8347904756731781,0.47374301675977654,1.004715
all_llm,all_llm,5,,scorable_negotiation-L3-9a673abad3,1,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.28679245283018867,1.6500250000000003
all_llm,all_llm,5,,scorable_negotiation-L3-46e1252af7,4,,0.684076,hard;pivotal-seat,1.0,0.6301255536714604,1.0,0.7535799047879709,0.35348837209302325,0.8582500000000001
all_llm,all_llm,5,,scorable_negotiation-L4-faf2ca7d47,3,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.8196,0.0,1.0,1.6670137467555703,0.44819277108433736,1.6142400000000001
all_llm,all_llm,5,,scorable_negotiation-L4-712ba36a4f,3,,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,1.0,0.5414187120150269,0.4186046511627907,1.51684
all_llm,all_llm,5,,scorable_negotiation-L4-712ba36a4f,1,,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,1.0,0.5414187120150269,0.4186046511627907,1.4255200000000001
all_llm,all_llm,5,,scorable_negotiation-L4-712ba36a4f,4,,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,1.0,0.5414187120150269,0.4186046511627907,1.76445
all_llm,all_llm,5,,scorable_negotiation-L4-faf2ca7d47,2,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.8196,0.0,1.0,1.6670137467555703,0.44819277108433736,1.4570750000000001
all_llm,all_llm,5,,scorable_negotiation-L4-faf2ca7d47,0,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.6768,0.0,1.0,1.560565338842529,0.6723404255319149,1.453345
all_llm,all_llm,5,,scorable_negotiation-L4-8a29217702,3,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,0.929515
all_llm,all_llm,5,,scorable_negotiation-L4-8a29217702,4,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,1.4626600000000003
all_llm,all_llm,5,,scorable_negotiation-L4-d49e5fe070,2,,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,0.847175
all_llm,all_llm,5,,scorable_negotiation-L4-8a29217702,2,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,1.4280949999999997
all_llm,all_llm,5,,scorable_negotiation-L4-d49e5fe070,1,,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,1.2439099999999998
all_llm,all_llm,5,,scorable_negotiation-L4-faf2ca7d47,4,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.0,0.0,0.0,nan,nan,1.70172
all_llm,all_llm,5,,scorable_negotiation-L4-d49e5fe070,4,,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,1.0162200000000001
all_llm,all_llm,5,,scorable_negotiation-L4-712ba36a4f,0,,0.706191,hard;no-clear-win-win;pivotal-seat,0.0,0.0,0.0,nan,nan,2.0438050000000003
all_llm,all_llm,5,,scorable_negotiation-L4-d49e5fe070,0,,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,1.11635
all_llm,all_llm,5,,scorable_negotiation-L4-712ba36a4f,2,,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,1.0,0.5414187120150269,0.4186046511627907,1.453055
all_llm,all_llm,5,,scorable_negotiation-L4-8a29217702,1,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,0.9476249999999999
all_llm,all_llm,5,,scorable_negotiation-L4-8a29217702,0,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,1.3706800000000001
all_llm,all_llm,5,,scorable_negotiation-L4-d49e5fe070,3,,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,1.407955
all_llm,all_llm,5,,scorable_negotiation-L4-faf2ca7d47,1,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,1.0,0.0,1.0,1.6334630891922322,0.6121212121212121,1.335625
one_rational,one_rational,5,,scorable_negotiation-L0-a483b0d80d,2,4,0.546303,easy,0.9311,0.5145702150908937,1.0,0.5161421703772809,0.25101214574898784,1.50666
one_rational,one_rational,5,,scorable_negotiation-L0-34733a57e6,3,1,0.561029,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.8409499999999999
one_rational,one_rational,5,,scorable_negotiation-L0-34733a57e6,4,3,0.561029,easy;large-frontier,0.8811,0.5816127151021112,1.0,0.0,0.09038461538461538,1.037255
one_rational,one_rational,5,,scorable_negotiation-L0-34733a57e6,0,0,0.561029,easy;large-frontier,0.7553,0.39271448361074834,1.0,0.5132402001780797,0.25026737967914436,1.5705199999999997
one_rational,one_rational,5,,scorable_negotiation-L0-65113008ad,4,3,0.624796,medium,0.0,0.0,0.0,nan,nan,1.6376149999999998
one_rational,one_rational,5,,scorable_negotiation-L0-34733a57e6,2,4,0.561029,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.165805
one_rational,one_rational,5,,scorable_negotiation-L0-a483b0d80d,3,1,0.546303,easy,0.9649,0.5911336765686735,1.0,0.0,0.1360323886639676,0.80822
one_rational,one_rational,5,,scorable_negotiation-L0-32200851b2,1,2,0.562257,easy;high-conflict,0.8383,0.4194483134851262,1.0,0.774097614688272,0.30042918454935624,1.1662949999999999
one_rational,one_rational,5,,scorable_negotiation-L0-65113008ad,2,4,0.624796,medium,1.0,0.7017498964087139,1.0,0.0,0.2046875,1.1830200000000002
one_rational,one_rational,5,,scorable_negotiation-L0-65113008ad,1,2,0.624796,medium,0.8694,0.47189230644863134,1.0,0.5363933216324898,0.3355450236966825,1.3989150000000001
one_rational,one_rational,5,,scorable_negotiation-L0-611ee402f7,3,1,0.55854,easy,0.9013,0.515495742659004,1.0,0.4100914424251174,0.3276595744680851,0.97034
one_rational,one_rational,5,,scorable_negotiation-L0-a483b0d80d,1,2,0.546303,easy,0.8907,0.5381920578449374,1.0,0.4072066391226237,0.08623853211009175,1.20342
one_rational,one_rational,5,,scorable_negotiation-L0-a483b0d80d,4,3,0.546303,easy,0.7022,0.3670762522829097,1.0,0.6105549285220224,0.28439306358381505,1.2272850000000002
one_rational,one_rational,5,,scorable_negotiation-L0-611ee402f7,0,0,0.55854,easy,0.9047,0.5307091537586068,1.0,0.4724684232545627,0.2210909090909091,1.3008350000000002
one_rational,one_rational,5,,scorable_negotiation-L0-32200851b2,2,4,0.562257,easy;high-conflict,0.8383,0.4194483134851262,1.0,0.774097614688272,0.30042918454935624,1.800635
one_rational,one_rational,5,,scorable_negotiation-L0-65113008ad,0,0,0.624796,medium,0.8694,0.47189230644863134,1.0,0.5363933216324898,0.3355450236966825,1.58593
one_rational,one_rational,5,,scorable_negotiation-L0-611ee402f7,1,2,0.55854,easy,0.0,0.0,0.0,nan,nan,1.2892000000000001
one_rational,one_rational,5,,scorable_negotiation-L0-a483b0d80d,0,0,0.546303,easy,0.9649,0.5911336765686735,1.0,0.0,0.1360323886639676,0.9339149999999999
one_rational,one_rational,5,,scorable_negotiation-L0-611ee402f7,2,4,0.55854,easy,1.0,0.6246360293738825,1.0,0.0,0.26887417218543047,1.0815849999999998
one_rational,one_rational,5,,scorable_negotiation-L0-34733a57e6,1,2,0.561029,easy;large-frontier,0.8189,0.49770797871675715,1.0,0.4992332615113796,0.3161904761904762,1.348605
one_rational,one_rational,5,,scorable_negotiation-L0-65113008ad,3,1,0.624796,medium,0.9817,0.5826707358115123,1.0,0.40449975030660673,0.36205533596837947,1.3947200000000004
one_rational,one_rational,5,,scorable_negotiation-L0-32200851b2,0,0,0.562257,easy;high-conflict,0.0,0.0,0.0,nan,nan,1.4874200000000002
one_rational,one_rational,5,,scorable_negotiation-L0-32200851b2,4,3,0.562257,easy;high-conflict,0.8383,0.4194483134851262,1.0,0.774097614688272,0.30042918454935624,1.1105649999999998
one_rational,one_rational,5,,scorable_negotiation-L0-611ee402f7,4,3,0.55854,easy,0.7944,0.5303281001160416,1.0,0.6917584068153987,0.24262295081967214,0.621605
one_rational,one_rational,5,,scorable_negotiation-L0-32200851b2,3,1,0.562257,easy;high-conflict,0.8341,0.4689843496591156,1.0,0.5384890473966698,0.15272727272727274,1.3168
one_rational,one_rational,5,,scorable_negotiation-L1-a9097927ce,0,1,0.551691,easy,0.9328,0.0,1.0,0.6771977025723749,0.30597014925373134,1.260875
one_rational,one_rational,5,,scorable_negotiation-L1-aabb4d986b,2,0,0.614162,easy,0.6014,0.32503682747631046,1.0,0.8673270473679019,0.381151832460733,1.3415899999999998
one_rational,one_rational,5,,scorable_negotiation-L1-282034699c,1,3,0.600081,easy;large-frontier,1.0,0.6538795158177795,1.0,0.0,0.2939929328621908,1.01288
one_rational,one_rational,5,,scorable_negotiation-L1-282034699c,2,0,0.600081,easy;large-frontier,0.9791,0.6216146550434868,1.0,0.34446504045980925,0.31029411764705883,1.14698
one_rational,one_rational,5,,scorable_negotiation-L1-19dae4b672,1,3,0.62258,high-conflict;medium,0.7184,0.35535678820836075,1.0,0.6919652890005169,0.27671232876712326,1.1660449999999998
one_rational,one_rational,5,,scorable_negotiation-L1-996daa4124,2,0,0.61343,easy;large-frontier,0.9109,0.5595651724079489,1.0,0.553216394217755,0.3580645161290323,1.128145
one_rational,one_rational,5,,scorable_negotiation-L1-a9097927ce,1,3,0.551691,easy,0.7545,0.5193987562502007,1.0,0.48685450697447535,0.35818181818181816,1.25385
