cell_id,run_dir,arm,instance_id,episode_seed,episode_id,bank_position,family,channel,value_structure,n_items,horizon,scrambled,policy_seats,mean_efficiency,mean_suppression,revenue,stage_completion_rate,parse_ok_rate,api_silence_rate,clock_ceiling_rate,dm_volume,broadcasts,revenue_ratio,benchmark_revenue,onset_stage,onset_censored,ever_agreement,stages_completed,fallback_moves,api_silence,vintage
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,3,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1.0,0.0,762.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,762.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,6,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9661778725806623,0.0,600.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,600.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84012,0,auction-all_oracle-68f65818dc,12,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9953703703703703,0.0,559.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,559.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84009,0,auction-all_oracle-8af55769c9,9,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1.0,0.0,824.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,824.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84004,0,auction-all_oracle-8c5515c733,4,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9613893604980193,0.0,772.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,772.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84005,0,auction-all_oracle-953a96b6c2,5,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1.0,0.0,642.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,642.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84000,0,auction-all_oracle-9a355bcd85,0,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9752509124087592,0.0,845.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,845.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84010,0,auction-all_oracle-ab0773b986,10,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9722222222222222,0.0,754.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,754.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84014,0,auction-all_oracle-cc1d3cf979,14,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9707743857036486,0.0,787.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,787.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84013,0,auction-all_oracle-ccf5b9bde1,13,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9801732155312718,0.0,625.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,625.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84022,0,auction-all_oracle-cdaa0ab738,22,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9879629629629629,0.0,897.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,897.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84008,0,auction-all_oracle-eecc103776,8,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9675551470588235,0.0,484.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,484.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84016,0,auction-all_oracle-ef92bc4824,16,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",0.9590211819689431,0.0,657.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,657.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84002,0,auction-all_oracle-f4af8608d4,2,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1.0,0.0,590.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,590.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_rational,auction-1lot-84009,0,auction-all_rational-0266773ccc,9,sealed_single,dm,apv,1,8,False,"rational,rational,rational,rational,rational",1.0,0.0,824.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,824.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_rational,auction-1lot-84014,0,auction-all_rational-0971f00ad1,14,sealed_single,dm,apv,1,8,False,"rational,rational,rational,rational,rational",0.9707743857036486,0.0,787.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,787.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_rational,auction-1lot-84007,0,auction-all_rational-13c0875136,7,sealed_single,dm,apv,1,8,False,"rational,rational,rational,rational,rational",0.9520805218173639,0.0,627.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,627.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_rational,auction-1lot-84015,0,auction-all_rational-16bfcc5170,15,sealed_single,dm,apv,1,8,False,"rational,rational,rational,rational,rational",0.9788707386363636,0.0,717.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,717.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_rational,auction-1lot-84006,0,auction-all_rational-18ee8947f8,6,sealed_single,dm,apv,1,8,False,"rational,rational,rational,rational,rational",0.9661778725806623,0.0,600.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,600.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_rational,auction-1lot-84002,0,auction-all_rational-2af6b0806b,2,sealed_single,dm,apv,1,8,False,"rational,rational,rational,rational,rational",1.0,0.0,590.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,590.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_rational,auction-1lot-84022,0,auction-all_rational-3aba488a8d,22,sealed_single,dm,apv,1,8,False,"rational,rational,rational,rational,rational",0.9879629629629629,0.0,897.0,1.0,1.0,0.0,0.0,0.0,80.0,1.0,897.0,,1.0,0.0,8,0,0,"{""api_turn_token_floor"": 16384, ""bank"": ""/juice2/u/siddharth/ii_mats/experiments/rational_agents/auction/banks/auction_single_v1"", ""bank_schema"": ""auction-bank-v1"", ""channel"": ""dm"", ""family"": null, ""horizon"": 8, ""model_thinking"": ""on"", ""models"": [""anthropic:claude-opus-4-8""], ""prompt_cache"": true, ""refusal_ladder"": [""nonce"", ""permute"", ""reframe""], ""scramble_cards"": false, ""turn_max_tokens"": 4096, ""value_structure"": ""apv""}"
