cell_id,run_dir,arm,instance_id,episode_seed,episode_id,bank_position,family,channel,value_structure,n_items,horizon,scrambled,policy_seats,stage,efficiency,suppression,suppression_vs_truthful,bid_value_ratio,bid_benchmark_ratio,revenue,revenue_normalized,overbid_own_value_rate,never_bid_rate,benchmark,benchmark_revenue,agreement_in_force,n_suppressed_seats
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,11,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",7,1.0,0.0,0.11390208257215931,0.9088783339422726,1.0,122.0,0.991869918699187,0.0,0.0,truthful,122.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,11,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",8,1.0,0.0,0.11325757575757575,0.9093939393939394,1.0,61.0,0.7721518987341772,0.0,0.0,truthful,61.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1,1.0,0.0,0.11534992784992786,0.9077200577200577,1.0,92.0,0.6301369863013698,0.0,0.0,truthful,92.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",2,0.7008547008547008,0.0,0.11155103066867772,0.9107591754650578,1.0,82.0,0.7008547008547008,0.0,0.0,truthful,82.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",3,1.0,0.0,0.1148018648018648,0.9081585081585082,1.0,92.0,1.0,0.0,0.0,truthful,92.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",4,0.9157894736842105,0.0,0.11246036778693722,0.9100317057704501,1.0,80.0,0.8421052631578947,0.0,0.0,truthful,80.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",5,1.0,0.0,0.11108903020667726,0.9111287758346581,1.0,65.0,0.9027777777777778,0.0,0.0,truthful,65.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",6,1.0,0.0,0.11041666666666666,0.9116666666666667,1.0,65.0,0.8125,0.0,0.0,truthful,65.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",7,1.0,0.0,0.11458333333333334,0.9083333333333332,1.0,76.0,0.6551724137931034,0.0,0.0,truthful,76.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,7,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",8,1.0,0.0,0.07446808510638298,0.9098132870169344,1.0,75.0,0.7653061224489796,0.0,0.0,truthful,75.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1,1.0,0.0,0.11046511627906977,0.9116279069767442,1.0,49.0,0.9607843137254902,0.0,0.0,truthful,49.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",2,1.0,0.0,0.11210317460317461,0.9103174603174603,1.0,106.0,0.9217391304347826,0.0,0.0,truthful,106.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",3,1.0,0.0,0.11114371960422606,0.9110850243166191,1.0,84.0,0.8936170212765957,0.0,0.0,truthful,84.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",4,1.0,0.0,0.1118353344768439,0.9105317324185249,1.0,72.0,0.4,0.0,0.0,truthful,72.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",5,1.0,0.0,0.1102114758947057,0.9118308192842355,1.0,84.0,0.7433628318584071,0.0,0.0,truthful,84.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",6,1.0,0.0,0.11394366197183098,0.9088450704225352,1.0,77.0,0.5833333333333334,0.0,0.0,truthful,77.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",7,0.7802197802197802,0.0,0.10989010989010989,0.9120879120879121,1.0,64.0,0.7032967032967034,0.0,0.0,truthful,64.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,20,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",8,1.0,0.0,0.11098310291858679,0.9112135176651306,1.0,74.0,0.4539877300613497,0.0,0.0,truthful,74.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1,0.7230769230769231,0.0,0.11396219352423731,0.9088302451806101,1.0,136.0,0.6974358974358974,0.0,0.0,truthful,136.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",2,0.8556701030927835,0.0,0.11045655375552282,0.9116347569955817,1.0,73.0,0.7525773195876289,0.0,0.0,truthful,73.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",3,1.0,0.0,0.1156084656084656,0.9075132275132276,1.0,57.0,0.9344262295081968,0.0,0.0,truthful,57.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",4,1.0,0.0,0.075,0.9099999999999999,1.0,117.0,0.8357142857142857,0.0,0.0,truthful,117.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",5,0.9545454545454546,0.0,0.11515151515151514,0.9078787878787878,1.0,56.0,0.8484848484848485,0.0,0.0,truthful,56.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",6,1.0,0.0,0.07589285714285714,0.9094720496894411,1.0,134.0,0.8322981366459627,0.0,0.0,truthful,134.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",7,1.0,0.0,0.11379286599641922,0.9089657072028647,1.0,130.0,0.6372549019607843,0.0,0.0,truthful,130.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,21,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",8,1.0,0.0,0.11380105401844533,0.9089591567852437,1.0,125.0,0.8278145695364238,0.0,0.0,truthful,125.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1,0.9020979020979021,0.0,0.1113401523849285,0.9109278780920572,1.0,122.0,0.8531468531468531,0.0,0.0,truthful,122.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",2,0.9312977099236641,0.0,0.11331636980491942,0.9093469041560646,1.0,92.0,0.7022900763358778,0.0,0.0,truthful,92.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",3,1.0,0.0,0.1131034961154273,0.9095172031076582,1.0,147.0,0.5568181818181818,0.0,0.0,truthful,147.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",4,0.85,0.0,0.11308139534883721,0.9095348837209303,1.0,85.0,0.85,0.0,0.0,truthful,85.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",5,1.0,0.0,0.11043771043771043,0.9116498316498316,1.0,67.0,0.8933333333333333,0.0,0.0,truthful,67.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",6,1.0,0.0,0.1138269100743746,0.9089384719405004,1.0,134.0,0.9370629370629371,0.0,0.0,truthful,134.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",7,1.0,0.0,0.11464135021097047,0.9082869198312237,1.0,114.0,0.9047619047619048,0.0,0.0,truthful,114.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,18,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",8,1.0,0.0,0.11022618668365722,0.9118190506530743,1.0,73.0,0.7525773195876289,0.0,0.0,truthful,73.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1,1.0,0.0,0.11290574282147317,0.9096754057428214,1.0,85.0,0.7798165137614679,0.0,0.0,truthful,85.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",2,1.0,0.0,0.1125506072874494,0.9099595141700405,1.0,90.0,0.625,0.0,0.0,truthful,90.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",3,1.0,0.0,0.11398039215686273,0.9088156862745098,1.0,106.0,0.6666666666666666,0.0,0.0,truthful,106.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",4,1.0,0.0,0.075,0.9095652173913044,1.0,98.0,0.7101449275362319,0.0,0.0,truthful,98.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",5,1.0,0.0,0.11025828460038986,0.911793372319688,1.0,74.0,0.9367088607594937,0.0,0.0,truthful,74.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",6,0.921875,0.0,0.11633522727272727,0.9069318181818182,1.0,54.0,0.84375,0.0,0.0,truthful,54.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",7,1.0,0.0,0.11362487360970677,0.9091001011122346,1.0,88.0,0.8,0.0,0.0,truthful,88.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,15,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",8,0.9090909090909091,0.0,0.11123251748251747,0.911013986013986,1.0,122.0,0.8531468531468531,0.0,0.0,truthful,122.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,23,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",1,1.0,0.0,0.0744047619047619,0.9103876949009692,1.0,92.0,0.8141592920353983,0.0,0.0,truthful,92.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,23,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",2,1.0,0.0,0.03636363636363636,0.9109090909090909,1.0,63.0,0.63,0.0,0.0,truthful,63.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,23,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",3,0.8928571428571429,0.0,0.11147584033613445,0.9108193277310924,1.0,95.0,0.8482142857142857,0.0,0.0,truthful,95.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,23,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",4,1.0,0.0,0.11121251629726206,0.9110299869621905,1.0,150.0,0.8426966292134831,0.0,0.0,truthful,150.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,23,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",5,1.0,0.0,0.11189906584643426,0.9104807473228526,1.0,164.0,0.9820359281437125,0.0,0.0,truthful,164.0,0.0,0
R3,/juice2/scr2/siddharth/ii_mats/rational_agents/auction/pkgb_opus48_v1__R3__llm,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,23,sealed_single,dm,apv,1,8,False,"oracle,oracle,oracle,oracle,oracle",6,1.0,0.0,0.0392156862745098,0.9080213903743315,1.0,82.0,0.6212121212121212,0.0,0.0,truthful,82.0,0.0,0
