cell_id,arm,instance_id,episode_seed,episode_id,seat,card,is_llm_seat,channel,dm_sent,dm_received
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,2,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,3,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,4,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,0,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,1,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,2,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,3,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,4,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,0,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,1,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,2,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,3,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,4,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,0,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,1,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,2,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,3,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,4,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,0,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,1,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,2,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,3,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,4,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,0,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,1,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,2,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,3,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,4,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84012,0,auction-all_oracle-68f65818dc,0,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84012,0,auction-all_oracle-68f65818dc,1,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84012,0,auction-all_oracle-68f65818dc,2,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84012,0,auction-all_oracle-68f65818dc,3,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84012,0,auction-all_oracle-68f65818dc,4,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84009,0,auction-all_oracle-8af55769c9,0,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84009,0,auction-all_oracle-8af55769c9,1,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84009,0,auction-all_oracle-8af55769c9,2,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84009,0,auction-all_oracle-8af55769c9,3,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84009,0,auction-all_oracle-8af55769c9,4,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84004,0,auction-all_oracle-8c5515c733,0,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84004,0,auction-all_oracle-8c5515c733,1,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84004,0,auction-all_oracle-8c5515c733,2,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84004,0,auction-all_oracle-8c5515c733,3,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84004,0,auction-all_oracle-8c5515c733,4,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84005,0,auction-all_oracle-953a96b6c2,0,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84005,0,auction-all_oracle-953a96b6c2,1,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84005,0,auction-all_oracle-953a96b6c2,2,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84005,0,auction-all_oracle-953a96b6c2,3,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84005,0,auction-all_oracle-953a96b6c2,4,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84000,0,auction-all_oracle-9a355bcd85,0,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84000,0,auction-all_oracle-9a355bcd85,1,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84000,0,auction-all_oracle-9a355bcd85,2,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84000,0,auction-all_oracle-9a355bcd85,3,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84000,0,auction-all_oracle-9a355bcd85,4,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84010,0,auction-all_oracle-ab0773b986,0,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84010,0,auction-all_oracle-ab0773b986,1,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84010,0,auction-all_oracle-ab0773b986,2,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84010,0,auction-all_oracle-ab0773b986,3,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84010,0,auction-all_oracle-ab0773b986,4,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84014,0,auction-all_oracle-cc1d3cf979,0,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84014,0,auction-all_oracle-cc1d3cf979,1,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84014,0,auction-all_oracle-cc1d3cf979,2,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84014,0,auction-all_oracle-cc1d3cf979,3,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84014,0,auction-all_oracle-cc1d3cf979,4,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84013,0,auction-all_oracle-ccf5b9bde1,0,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84013,0,auction-all_oracle-ccf5b9bde1,1,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84013,0,auction-all_oracle-ccf5b9bde1,2,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84013,0,auction-all_oracle-ccf5b9bde1,3,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84013,0,auction-all_oracle-ccf5b9bde1,4,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84022,0,auction-all_oracle-cdaa0ab738,0,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84022,0,auction-all_oracle-cdaa0ab738,1,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84022,0,auction-all_oracle-cdaa0ab738,2,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84022,0,auction-all_oracle-cdaa0ab738,3,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84022,0,auction-all_oracle-cdaa0ab738,4,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84008,0,auction-all_oracle-eecc103776,0,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84008,0,auction-all_oracle-eecc103776,1,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84008,0,auction-all_oracle-eecc103776,2,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84008,0,auction-all_oracle-eecc103776,3,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84008,0,auction-all_oracle-eecc103776,4,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84016,0,auction-all_oracle-ef92bc4824,0,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84016,0,auction-all_oracle-ef92bc4824,1,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84016,0,auction-all_oracle-ef92bc4824,2,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84016,0,auction-all_oracle-ef92bc4824,3,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84016,0,auction-all_oracle-ef92bc4824,4,ai_lab,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84002,0,auction-all_oracle-f4af8608d4,0,sovereign_fund,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84002,0,auction-all_oracle-f4af8608d4,1,hyperscaler,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84002,0,auction-all_oracle-f4af8608d4,2,regional_operator,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84002,0,auction-all_oracle-f4af8608d4,3,colocation_reseller,False,dm,0.0,0.0
R3,all_oracle,auction-1lot-84002,0,auction-all_oracle-f4af8608d4,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84009,0,auction-all_rational-0266773ccc,0,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84009,0,auction-all_rational-0266773ccc,1,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84009,0,auction-all_rational-0266773ccc,2,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84009,0,auction-all_rational-0266773ccc,3,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84009,0,auction-all_rational-0266773ccc,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84014,0,auction-all_rational-0971f00ad1,0,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84014,0,auction-all_rational-0971f00ad1,1,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84014,0,auction-all_rational-0971f00ad1,2,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84014,0,auction-all_rational-0971f00ad1,3,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84014,0,auction-all_rational-0971f00ad1,4,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84007,0,auction-all_rational-13c0875136,0,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84007,0,auction-all_rational-13c0875136,1,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84007,0,auction-all_rational-13c0875136,2,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84007,0,auction-all_rational-13c0875136,3,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84007,0,auction-all_rational-13c0875136,4,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84015,0,auction-all_rational-16bfcc5170,0,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84015,0,auction-all_rational-16bfcc5170,1,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84015,0,auction-all_rational-16bfcc5170,2,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84015,0,auction-all_rational-16bfcc5170,3,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84015,0,auction-all_rational-16bfcc5170,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84006,0,auction-all_rational-18ee8947f8,0,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84006,0,auction-all_rational-18ee8947f8,1,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84006,0,auction-all_rational-18ee8947f8,2,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84006,0,auction-all_rational-18ee8947f8,3,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84006,0,auction-all_rational-18ee8947f8,4,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84002,0,auction-all_rational-2af6b0806b,0,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84002,0,auction-all_rational-2af6b0806b,1,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84002,0,auction-all_rational-2af6b0806b,2,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84002,0,auction-all_rational-2af6b0806b,3,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84002,0,auction-all_rational-2af6b0806b,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84022,0,auction-all_rational-3aba488a8d,0,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84022,0,auction-all_rational-3aba488a8d,1,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84022,0,auction-all_rational-3aba488a8d,2,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84022,0,auction-all_rational-3aba488a8d,3,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84022,0,auction-all_rational-3aba488a8d,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84017,0,auction-all_rational-4d3b5af81d,0,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84017,0,auction-all_rational-4d3b5af81d,1,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84017,0,auction-all_rational-4d3b5af81d,2,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84017,0,auction-all_rational-4d3b5af81d,3,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84017,0,auction-all_rational-4d3b5af81d,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84008,0,auction-all_rational-540d4ee9b3,0,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84008,0,auction-all_rational-540d4ee9b3,1,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84008,0,auction-all_rational-540d4ee9b3,2,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84008,0,auction-all_rational-540d4ee9b3,3,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84008,0,auction-all_rational-540d4ee9b3,4,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84023,0,auction-all_rational-595ff3fbdc,0,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84023,0,auction-all_rational-595ff3fbdc,1,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84023,0,auction-all_rational-595ff3fbdc,2,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84023,0,auction-all_rational-595ff3fbdc,3,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84023,0,auction-all_rational-595ff3fbdc,4,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84003,0,auction-all_rational-5c9d844c06,0,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84003,0,auction-all_rational-5c9d844c06,1,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84003,0,auction-all_rational-5c9d844c06,2,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84003,0,auction-all_rational-5c9d844c06,3,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84003,0,auction-all_rational-5c9d844c06,4,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84016,0,auction-all_rational-5ed95e9399,0,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84016,0,auction-all_rational-5ed95e9399,1,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84016,0,auction-all_rational-5ed95e9399,2,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84016,0,auction-all_rational-5ed95e9399,3,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84016,0,auction-all_rational-5ed95e9399,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84021,0,auction-all_rational-5ee1002eb7,0,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84021,0,auction-all_rational-5ee1002eb7,1,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84021,0,auction-all_rational-5ee1002eb7,2,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84021,0,auction-all_rational-5ee1002eb7,3,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84021,0,auction-all_rational-5ee1002eb7,4,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84019,0,auction-all_rational-7f56f046f0,0,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84019,0,auction-all_rational-7f56f046f0,1,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84019,0,auction-all_rational-7f56f046f0,2,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84019,0,auction-all_rational-7f56f046f0,3,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84019,0,auction-all_rational-7f56f046f0,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84018,0,auction-all_rational-7fa38a77db,0,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84018,0,auction-all_rational-7fa38a77db,1,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84018,0,auction-all_rational-7fa38a77db,2,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84018,0,auction-all_rational-7fa38a77db,3,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84018,0,auction-all_rational-7fa38a77db,4,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84011,0,auction-all_rational-81694ab30e,0,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84011,0,auction-all_rational-81694ab30e,1,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84011,0,auction-all_rational-81694ab30e,2,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84011,0,auction-all_rational-81694ab30e,3,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84011,0,auction-all_rational-81694ab30e,4,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84010,0,auction-all_rational-92e9c78bdf,0,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84010,0,auction-all_rational-92e9c78bdf,1,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84010,0,auction-all_rational-92e9c78bdf,2,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84010,0,auction-all_rational-92e9c78bdf,3,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84010,0,auction-all_rational-92e9c78bdf,4,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84000,0,auction-all_rational-a2c6890200,0,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84000,0,auction-all_rational-a2c6890200,1,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84000,0,auction-all_rational-a2c6890200,2,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84000,0,auction-all_rational-a2c6890200,3,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84000,0,auction-all_rational-a2c6890200,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84012,0,auction-all_rational-a893b055f9,0,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84012,0,auction-all_rational-a893b055f9,1,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84012,0,auction-all_rational-a893b055f9,2,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84012,0,auction-all_rational-a893b055f9,3,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84012,0,auction-all_rational-a893b055f9,4,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84001,0,auction-all_rational-abeeb5f13f,0,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84001,0,auction-all_rational-abeeb5f13f,1,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84001,0,auction-all_rational-abeeb5f13f,2,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84001,0,auction-all_rational-abeeb5f13f,3,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84001,0,auction-all_rational-abeeb5f13f,4,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84004,0,auction-all_rational-b416f298e7,0,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84004,0,auction-all_rational-b416f298e7,1,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84004,0,auction-all_rational-b416f298e7,2,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84004,0,auction-all_rational-b416f298e7,3,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84004,0,auction-all_rational-b416f298e7,4,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84020,0,auction-all_rational-bbe43ad61c,0,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84020,0,auction-all_rational-bbe43ad61c,1,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84020,0,auction-all_rational-bbe43ad61c,2,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84020,0,auction-all_rational-bbe43ad61c,3,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84020,0,auction-all_rational-bbe43ad61c,4,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84005,0,auction-all_rational-ce454b1e04,0,sovereign_fund,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84005,0,auction-all_rational-ce454b1e04,1,regional_operator,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84005,0,auction-all_rational-ce454b1e04,2,ai_lab,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84005,0,auction-all_rational-ce454b1e04,3,hyperscaler,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84005,0,auction-all_rational-ce454b1e04,4,colocation_reseller,False,dm,0.0,0.0
R3,all_rational,auction-1lot-84013,0,auction-all_rational-df7ba3571b,0,regional_operator,False,dm,0.0,0.0
