cell_id,arm,instance_id,episode_seed,episode_id,channel,scrambled,sender_card,recipient_card,both_llm_seats,dm_count
R3,all_oracle,auction-1lot-84001,0,auction-all_oracle-0ca6738d8b,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84001,0,auction-all_oracle-0ca6738d8b,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84001,0,auction-all_oracle-0ca6738d8b,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84001,0,auction-all_oracle-0ca6738d8b,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84001,0,auction-all_oracle-0ca6738d8b,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84019,0,auction-all_oracle-0ee221d7b6,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84011,0,auction-all_oracle-11906aeaed,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84007,0,auction-all_oracle-17f0d834f5,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84020,0,auction-all_oracle-20b731b813,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84021,0,auction-all_oracle-2735f3848f,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84018,0,auction-all_oracle-39705edb76,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84015,0,auction-all_oracle-399cf9c38a,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84023,0,auction-all_oracle-3e2da41610,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84017,0,auction-all_oracle-4abaafc208,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,ai_lab,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,ai_lab,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,ai_lab,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,ai_lab,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,hyperscaler,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,hyperscaler,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,hyperscaler,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,hyperscaler,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,sovereign_fund,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,sovereign_fund,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,sovereign_fund,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,sovereign_fund,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,colocation_reseller,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,colocation_reseller,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,colocation_reseller,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,regional_operator,ai_lab,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,regional_operator,hyperscaler,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,regional_operator,sovereign_fund,False,0.0
R3,all_oracle,auction-1lot-84003,0,auction-all_oracle-4ad5855122,dm,False,regional_operator,colocation_reseller,False,0.0
R3,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,dm,False,colocation_reseller,regional_operator,False,0.0
R3,all_oracle,auction-1lot-84006,0,auction-all_oracle-4d03bfaa77,dm,False,colocation_reseller,ai_lab,False,0.0
