any_violation,cell_id,corrected_backers,deal,deal_lost_to_guard,deal_lost_to_guard_no_veto,episode_id,final_offer,instance_id,n_terminal_votes,n_violations,seed,veto_backs_corrected,violators,would_pass_corrected
0.0,all_rational__majority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-9932494cec,P15,scorable_negotiation-L2-c07670b4c3,4.0,0.0,2,1.0,,0.0
0.0,all_rational__majority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-0225b8ef54,P11,scorable_negotiation-L3-8e55401ea3,4.0,0.0,3,1.0,,1.0
0.0,all_rational__majority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-062e151e7b,P16,scorable_negotiation-L3-78a36182a2,4.0,0.0,2,1.0,,0.0
0.0,all_rational__majority_r4,3,1.0,0.0,0.0,scorable_negotiation-moves_chat-0d30454ab6,P10,scorable_negotiation-L3-8e55401ea3,3.0,0.0,1,1.0,,1.0
1.0,all_rational__majority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-1169a4aa74,P10,scorable_negotiation-L3-78a36182a2,4.0,2.0,0,0.0,Casey;Devon,0.0
0.0,all_rational__majority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-2bd1986db1,P11,scorable_negotiation-L3-8e55401ea3,3.0,0.0,4,1.0,,1.0
0.0,all_rational__majority_r4,3,1.0,0.0,0.0,scorable_negotiation-moves_chat-402fc70d7d,P10,scorable_negotiation-L3-8e55401ea3,4.0,0.0,2,1.0,,1.0
1.0,all_rational__majority_r4,3,0.0,0.0,1.0,scorable_negotiation-moves_chat-718e6625c0,P16,scorable_negotiation-L3-78a36182a2,4.0,2.0,1,0.0,Casey;Devon,0.0
1.0,all_rational__majority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-9188f47269,P11,scorable_negotiation-L3-78a36182a2,4.0,1.0,4,0.0,Casey,0.0
0.0,all_rational__majority_r4,4,0.0,0.0,0.0,scorable_negotiation-moves_chat-9a6947e804,P14,scorable_negotiation-L3-78a36182a2,4.0,0.0,3,0.0,,0.0
0.0,all_rational__majority_r4,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-05ed5324f2,P11,scorable_negotiation-L4-b9891ffb3e,4.0,0.0,3,1.0,,1.0
0.0,all_rational__majority_r4,3,1.0,0.0,0.0,scorable_negotiation-moves_chat-61bf08e9bb,P16,scorable_negotiation-L4-35d9e3e112,1.0,0.0,2,1.0,,1.0
0.0,all_rational__majority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-6e86bf1f94,P9,scorable_negotiation-L4-b9891ffb3e,1.0,0.0,1,1.0,,1.0
0.0,all_rational__majority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-9e0d983372,P12,scorable_negotiation-L4-b9891ffb3e,4.0,0.0,2,1.0,,0.0
0.0,all_rational__majority_r4,3,1.0,0.0,0.0,scorable_negotiation-moves_chat-bf8243b82e,P13,scorable_negotiation-L4-05f715c1e6,4.0,0.0,3,1.0,,1.0
0.0,all_rational__majority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-c481eec570,P10,scorable_negotiation-L4-b9891ffb3e,2.0,0.0,0,1.0,,1.0
0.0,all_rational__majority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-ede453a997,P9,scorable_negotiation-L4-b9891ffb3e,4.0,0.0,4,1.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-014ff824e3,P39,scorable_negotiation-L0-033f0874d5,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-02e3dbbbc9,P42,scorable_negotiation-L0-5b80bb74c6,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-0d025e6dd3,P50,scorable_negotiation-L0-db777d04d1,3.0,0.0,0,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-1615698370,P65,scorable_negotiation-L0-44925c2d5b,4.0,1.0,0,1.0,Avery,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-24141b118a,P42,scorable_negotiation-L0-5b80bb74c6,4.0,0.0,3,1.0,,1.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-3607afb4a4,P52,scorable_negotiation-L0-5b80bb74c6,4.0,1.0,2,0.0,Casey,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-5678bfa7e0,P43,scorable_negotiation-L0-5b80bb74c6,3.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-722ffc51b4,P53,scorable_negotiation-L0-5b80bb74c6,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-75351e1770,P40,scorable_negotiation-L0-db777d04d1,4.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-7aa4d8847f,P36,scorable_negotiation-L0-86d39f433e,4.0,3.0,4,0.0,Casey;Devon;Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-853d17da36,P40,scorable_negotiation-L0-033f0874d5,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-8f992142e6,P51,scorable_negotiation-L0-db777d04d1,2.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-9e65f1f67c,P43,scorable_negotiation-L0-033f0874d5,3.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-a00c9c938b,P64,scorable_negotiation-L0-44925c2d5b,4.0,2.0,4,0.0,Casey;Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-af3c19e87c,P40,scorable_negotiation-L0-033f0874d5,4.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-c45dc52689,P64,scorable_negotiation-L0-44925c2d5b,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-e121fcfd35,P64,scorable_negotiation-L0-44925c2d5b,4.0,0.0,1,0.0,,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-f85c052cd2,P52,scorable_negotiation-L0-86d39f433e,4.0,1.0,3,0.0,Devon,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-fd22dd02ef,P40,scorable_negotiation-L0-db777d04d1,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-08cbe48f2a,P58,scorable_negotiation-L1-a9e4838c4c,4.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-10ba4c609c,P61,scorable_negotiation-L1-a9e4838c4c,4.0,2.0,1,1.0,Avery;Blake,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-2011249494,P76,scorable_negotiation-L1-1381dc04db,4.0,1.0,1,1.0,Blake,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-26582d0c09,P55,scorable_negotiation-L1-6f6151e1d5,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-3e5cd10a46,P50,scorable_negotiation-L1-6f6151e1d5,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-3fa901c764,P73,scorable_negotiation-L1-6e5961e973,4.0,0.0,1,0.0,,0.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-401877e621,P73,scorable_negotiation-L1-6e5961e973,4.0,0.0,3,1.0,,0.0
1.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-48fe5b3701,P57,scorable_negotiation-L1-6e5961e973,4.0,1.0,0,1.0,Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-4b2b989e93,P53,scorable_negotiation-L1-6f6151e1d5,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-6ad6c0945d,P58,scorable_negotiation-L1-b3fd37949a,2.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-6ea9e6b0bf,P66,scorable_negotiation-L1-b3fd37949a,4.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-89dab73ba1,P70,scorable_negotiation-L1-6e5961e973,4.0,1.0,2,0.0,Casey,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-90a5a2d78e,P57,scorable_negotiation-L1-6e5961e973,1.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-9277aa640d,P51,scorable_negotiation-L1-6f6151e1d5,3.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-9b6ca0ba00,P70,scorable_negotiation-L1-b3fd37949a,2.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-a5c28617d8,P61,scorable_negotiation-L1-1381dc04db,3.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-a8a32b5154,P45,scorable_negotiation-L1-1381dc04db,4.0,2.0,2,1.0,Blake;Casey,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-b605f3762c,P57,scorable_negotiation-L1-a9e4838c4c,1.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-b981c0d7f5,P66,scorable_negotiation-L1-a9e4838c4c,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r16,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-bb73c71e15,P57,scorable_negotiation-L1-b3fd37949a,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-cd8a07728d,P52,scorable_negotiation-L1-1381dc04db,4.0,0.0,0,1.0,,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-d5157c056e,P62,scorable_negotiation-L1-1381dc04db,4.0,1.0,3,0.0,Casey,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-ea9280e543,P56,scorable_negotiation-L1-b3fd37949a,4.0,0.0,3,1.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-f3af44b41d,P69,scorable_negotiation-L1-a9e4838c4c,3.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-f549057e87,P52,scorable_negotiation-L1-6f6151e1d5,4.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-00b038e653,P40,scorable_negotiation-L2-f3366df5c2,4.0,2.0,4,0.0,Devon;Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-06936b8e2a,P65,scorable_negotiation-L2-cd5957683b,4.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-09474651b5,P63,scorable_negotiation-L2-5edb2fff08,4.0,0.0,1,0.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-09f5691f4b,P65,scorable_negotiation-L2-5edb2fff08,4.0,0.0,0,1.0,,1.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-330a2b5099,P49,scorable_negotiation-L2-107032bc27,4.0,3.0,4,0.0,Casey;Devon;Ember,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-35f63feb6b,P59,scorable_negotiation-L2-cd5957683b,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-43e3b7198e,P50,scorable_negotiation-L2-107032bc27,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-5ddc453e93,P65,scorable_negotiation-L2-5edb2fff08,4.0,0.0,4,1.0,,0.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-6159d5ab3c,P42,scorable_negotiation-L2-f3366df5c2,4.0,0.0,3,0.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-7abda3300b,P61,scorable_negotiation-L2-cd5957683b,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-83a9a3d0e0,P61,scorable_negotiation-L2-cd5957683b,4.0,0.0,3,1.0,,0.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-8bc6f8ac38,P49,scorable_negotiation-L2-107032bc27,4.0,2.0,3,0.0,Casey;Devon,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-9be234af44,P60,scorable_negotiation-L2-cd5957683b,4.0,1.0,0,1.0,Avery,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-b2f930ccc2,P62,scorable_negotiation-L2-5edb2fff08,4.0,1.0,3,0.0,Casey,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-bec7d8275c,P55,scorable_negotiation-L2-c07670b4c3,4.0,0.0,0,1.0,,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-d00fdb7e3b,P61,scorable_negotiation-L2-5edb2fff08,4.0,0.0,2,1.0,,0.0
1.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-d62c4f88b0,P55,scorable_negotiation-L2-c07670b4c3,4.0,1.0,1,1.0,Blake,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-d9ed991976,P41,scorable_negotiation-L2-f3366df5c2,4.0,0.0,0,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-ddd4086d3b,P54,scorable_negotiation-L2-c07670b4c3,4.0,2.0,4,0.0,Casey;Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-de026c0ada,P52,scorable_negotiation-L2-107032bc27,3.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-fa97dcd604,P41,scorable_negotiation-L2-f3366df5c2,4.0,2.0,2,1.0,Blake;Casey,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-fbadef2f5d,P54,scorable_negotiation-L2-c07670b4c3,4.0,0.0,3,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-fc63732638,P41,scorable_negotiation-L2-f3366df5c2,4.0,1.0,1,1.0,Blake,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-feb6447730,P56,scorable_negotiation-L2-c07670b4c3,4.0,2.0,2,1.0,Blake;Casey,0.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-070eefade7,P38,scorable_negotiation-L3-8e55401ea3,4.0,1.0,2,0.0,Casey,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-0c97b979dc,P51,scorable_negotiation-L3-09d8108a8f,4.0,0.0,2,0.0,,0.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-1ffe984520,P66,scorable_negotiation-L3-78a36182a2,4.0,0.0,3,1.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-22cf875576,P64,scorable_negotiation-L3-81f699e3fe,4.0,0.0,1,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-2a4fcf070f,P45,scorable_negotiation-L3-09d8108a8f,4.0,1.0,1,1.0,Blake,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-2d50b7d167,P63,scorable_negotiation-L3-78a36182a2,4.0,0.0,1,0.0,,0.0
1.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-3ac775abd7,P68,scorable_negotiation-L3-78a36182a2,4.0,1.0,0,1.0,Ember,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-45dff69e90,P58,scorable_negotiation-L3-901198dd46,4.0,2.0,0,1.0,Avery;Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-4b65bcc2c1,P54,scorable_negotiation-L3-8e55401ea3,1.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-5bcfac7a42,P43,scorable_negotiation-L3-81f699e3fe,4.0,1.0,4,0.0,Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-69b5256dc1,P37,scorable_negotiation-L3-09d8108a8f,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-6b19d2d647,P40,scorable_negotiation-L3-8e55401ea3,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-7347766115,P55,scorable_negotiation-L3-81f699e3fe,4.0,0.0,3,0.0,,0.0
