arm,episode_id,episode_seed,ever_accepts_seed,first_move_accepts_seed,instance_id,logical_table,protocol_variant,seat,seat_index,seeded_offer,z
all_rational__ceiling_vote,scorable_negotiation-moves_chat-f86e61e2ec,0,1.0,1.0,scorable_negotiation-L0-611ee402f7,all_rational,vote,Devon,3,ceiling,0.465347
all_rational__ceiling_vote,scorable_negotiation-moves_chat-f86e61e2ec,0,1.0,1.0,scorable_negotiation-L0-611ee402f7,all_rational,vote,Ember,4,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-fb497ae4f9,0,1.0,1.0,scorable_negotiation-L0-a483b0d80d,all_rational,vote,Avery,0,ceiling,0.340426
all_rational__ceiling_vote,scorable_negotiation-moves_chat-fb497ae4f9,0,1.0,1.0,scorable_negotiation-L0-a483b0d80d,all_rational,vote,Blake,1,ceiling,0.727273
all_rational__ceiling_vote,scorable_negotiation-moves_chat-fb497ae4f9,0,1.0,1.0,scorable_negotiation-L0-a483b0d80d,all_rational,vote,Casey,2,ceiling,0.808081
all_rational__ceiling_vote,scorable_negotiation-moves_chat-fb497ae4f9,0,1.0,1.0,scorable_negotiation-L0-a483b0d80d,all_rational,vote,Devon,3,ceiling,0.852273
all_rational__ceiling_vote,scorable_negotiation-moves_chat-fb497ae4f9,0,1.0,1.0,scorable_negotiation-L0-a483b0d80d,all_rational,vote,Ember,4,ceiling,0.233333
all_rational__ceiling_vote,scorable_negotiation-moves_chat-13f3714f93,3,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Avery,0,ceiling,0.584
all_rational__ceiling_vote,scorable_negotiation-moves_chat-13f3714f93,3,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Blake,1,ceiling,0.653333
all_rational__ceiling_vote,scorable_negotiation-moves_chat-13f3714f93,3,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Casey,2,ceiling,0.356322
all_rational__ceiling_vote,scorable_negotiation-moves_chat-13f3714f93,3,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Devon,3,ceiling,0.806452
all_rational__ceiling_vote,scorable_negotiation-moves_chat-13f3714f93,3,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Ember,4,ceiling,0.242424
all_rational__ceiling_vote,scorable_negotiation-moves_chat-1e9e4a187f,4,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Avery,0,ceiling,0.088608
all_rational__ceiling_vote,scorable_negotiation-moves_chat-1e9e4a187f,4,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Blake,1,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-1e9e4a187f,4,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Casey,2,ceiling,0.485714
all_rational__ceiling_vote,scorable_negotiation-moves_chat-1e9e4a187f,4,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Devon,3,ceiling,0.775701
all_rational__ceiling_vote,scorable_negotiation-moves_chat-1e9e4a187f,4,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Ember,4,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-260c2708b2,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_rational,vote,Avery,0,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-260c2708b2,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_rational,vote,Blake,1,ceiling,0.438462
all_rational__ceiling_vote,scorable_negotiation-moves_chat-260c2708b2,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_rational,vote,Casey,2,ceiling,0.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-260c2708b2,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_rational,vote,Devon,3,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-260c2708b2,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_rational,vote,Ember,4,ceiling,0.852273
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4922904616,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_rational,vote,Avery,0,ceiling,0.360465
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4922904616,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_rational,vote,Blake,1,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4922904616,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_rational,vote,Casey,2,ceiling,0.170213
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4922904616,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_rational,vote,Devon,3,ceiling,0.537736
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4922904616,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_rational,vote,Ember,4,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-49408da62e,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Avery,0,ceiling,0.584
all_rational__ceiling_vote,scorable_negotiation-moves_chat-49408da62e,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Blake,1,ceiling,0.653333
all_rational__ceiling_vote,scorable_negotiation-moves_chat-49408da62e,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Casey,2,ceiling,0.356322
all_rational__ceiling_vote,scorable_negotiation-moves_chat-49408da62e,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Devon,3,ceiling,0.806452
all_rational__ceiling_vote,scorable_negotiation-moves_chat-49408da62e,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_rational,vote,Ember,4,ceiling,0.242424
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4bd344c5a1,2,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Avery,0,ceiling,0.088608
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4bd344c5a1,2,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Blake,1,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4bd344c5a1,2,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Casey,2,ceiling,0.485714
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4bd344c5a1,2,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Devon,3,ceiling,0.775701
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4bd344c5a1,2,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_rational,vote,Ember,4,ceiling,1.0
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4df11fe994,3,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_rational,vote,Avery,0,ceiling,0.286713
all_rational__ceiling_vote,scorable_negotiation-moves_chat-4df11fe994,3,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_rational,vote,Blake,1,ceiling,0.666667
