experiment-name,episode_id,instance_id,seed,focal_seat,opponent_seat,n_observed_opponent_proposals,issue_pairwise_accuracy,prior_issue_pairwise_accuracy,issue_pairwise_gain,true_top_issue_probability,prior_true_top_issue_probability,true_top_issue_probability_gain,threshold_abs_error,prior_threshold_abs_error,threshold_error_reduction,posterior_entropy
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-5284b66f4d,scorable_negotiation-L0-c82eb2eac9,0,0,1,1,0.0,0.0,0.0,0.2658346248783205,0.3333333333333334,-0.06749870845501293,0.0620796408719505,0.05606060606060603,-0.00601903481134447,5.214170433865771
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-af3c6762a3,scorable_negotiation-L0-c82eb2eac9,1,0,1,4,0.0,0.0,0.0,0.2661936480069598,0.3333333333333334,-0.0671396853263736,0.06208882089196255,0.05606060606060603,-0.006028214831356515,5.224486002094833
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-f8a91b7ece,scorable_negotiation-L0-cc71a35c80,0,0,1,2,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3015054850997472,0.3333333333333334,-0.03182784823358625,0.056382978723404364,0.05638297872340425,-1.1102230246251565e-16,5.609932826294022
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-559cab4eb6,scorable_negotiation-L0-cc71a35c80,1,0,1,4,0.0,0.6666666666666666,-0.6666666666666666,0.2948944136652175,0.3333333333333334,-0.03843891966811591,0.06490623640708892,0.05638297872340425,-0.00852325768368467,5.53576857612366
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-fb46b562ea,scorable_negotiation-L0-ce3bfa6570,0,0,1,1,0.0,0.0,0.0,0.2831552366416289,0.3333333333333334,-0.05017809669170453,0.1018219883667828,0.07534722222222223,-0.02647476614456057,5.294516459102901
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-4951f85b30,scorable_negotiation-L0-ce3bfa6570,1,0,1,2,0.0,0.0,0.0,0.2975112843825931,0.3333333333333334,-0.035822048950740315,0.06429834633676068,0.07534722222222223,0.011048875885461551,5.620488565642607
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-d2460d8830,scorable_negotiation-L0-eddb2da273,0,0,1,2,0.0,0.3333333333333333,-0.3333333333333333,0.3015054850997472,0.3333333333333334,-0.03182784823358625,0.03241758241758241,0.03241758241758241,0.0,5.609932826294022
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-703e963e93,scorable_negotiation-L0-eddb2da273,1,0,1,4,0.0,0.3333333333333333,-0.3333333333333333,0.29103103219271165,0.3333333333333334,-0.04230230114062178,0.04778121032672822,0.03241758241758241,-0.015363627909145805,5.453864368019482
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-35215f20de,scorable_negotiation-L0-119dfa1112,0,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.3626968662467377,0.3333333333333334,0.029363532913404267,0.07365591397849469,0.07365591397849458,-1.1102230246251565e-16,5.295995332124555
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-78849c3667,scorable_negotiation-L0-119dfa1112,1,1,0,2,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.36263813918091103,0.3333333333333334,0.02930480584757761,0.07365591397849469,0.07365591397849458,-1.1102230246251565e-16,5.299799347050023
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-509ab70ef5,scorable_negotiation-L0-1f56d3e67c,0,1,0,6,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.17524461757460133,0.3333333333333334,-0.1580887157587321,0.060416801543533794,0.04523809523809519,-0.015178706305438605,5.888581883195281
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-178865adf5,scorable_negotiation-L0-1f56d3e67c,1,1,0,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.34320323023882987,0.3333333333333334,0.009869896905496445,0.04523809523809541,0.04523809523809519,-2.220446049250313e-16,5.7849070970341785
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-07479b8635,scorable_negotiation-L0-2b42ce4a5c,0,1,0,4,0.6666666666666666,1.0,-0.33333333333333337,0.32820801208602013,0.3333333333333334,-0.005125321247313297,0.0651253261033764,0.059523809523809534,-0.0056015165795668675,5.124745679874534
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-4a0aed602e,scorable_negotiation-L0-2b42ce4a5c,1,1,0,2,0.0,1.0,-1.0,0.26261517119568695,0.3333333333333334,-0.07071816213764648,0.059523809523809756,0.059523809523809534,-2.220446049250313e-16,4.982061857019195
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-24299c8e1a,scorable_negotiation-L0-2d5d5b106e,0,1,0,4,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3647894772297916,0.3333333333333334,0.03145614389645818,0.06343835877963044,0.05714285714285705,-0.006295501636773393,5.509610080972028
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-da9b02f17d,scorable_negotiation-L0-2d5d5b106e,1,1,0,2,0.3333333333333333,0.3333333333333333,0.0,0.363898929319754,0.3333333333333334,0.030565595986420557,0.07305435031581198,0.05714285714285705,-0.015911493172954927,5.372984668747308
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-e659fc7257,scorable_negotiation-L0-2eb1acc6bf,0,1,0,7,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.331826358419504,0.3333333333333334,-0.0015069749138294508,0.04482758620689675,0.04482758620689653,-2.220446049250313e-16,5.308963080766305
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-91c6653f7b,scorable_negotiation-L0-2eb1acc6bf,1,1,0,4,0.3333333333333333,0.3333333333333333,0.0,0.26337038701596677,0.3333333333333334,-0.06996294631736666,0.05247335422045074,0.04482758620689653,-0.0076457680135542105,5.105362227058478
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-3c0abc925e,scorable_negotiation-L0-4abed256fd,0,1,0,5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3677998125671619,0.3333333333333334,0.03446647923382845,0.03947368421052633,0.039473684210526216,-1.1102230246251565e-16,5.373901409177635
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-df8df54a50,scorable_negotiation-L0-4abed256fd,1,1,0,5,1.0,0.3333333333333333,0.6666666666666667,0.37846594262613953,0.3333333333333334,0.0451326092928061,0.04989304437083686,0.039473684210526216,-0.010419360160310642,5.454203013064097
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-067de0e4e1,scorable_negotiation-L0-4d2e9ce257,0,1,0,2,1.0,0.3333333333333333,0.6666666666666667,0.34986403769812313,0.3333333333333334,0.016530704364789706,0.05428381344698441,0.04999999999999993,-0.004283813446984475,5.048462006045807
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-2c396f7f5f,scorable_negotiation-L0-4d2e9ce257,1,1,0,5,0.3333333333333333,0.3333333333333333,0.0,0.33307086535953734,0.3333333333333334,-0.00026246797379608777,0.05482925511782499,0.04999999999999993,-0.00482925511782506,5.227571934781738
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-d77918c0ee,scorable_negotiation-L0-5646c8be3d,0,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.2746062675065246,0.3333333333333334,-0.05872706582680881,0.06538461538461537,0.06538461538461537,0.0,5.295995332124555
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-d6b69b9f0a,scorable_negotiation-L0-5646c8be3d,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.26583462487832044,0.3333333333333334,-0.06749870845501299,0.07140365019596007,0.06538461538461537,-0.006019034811344692,5.21417043386577
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-5bcfd0c20f,scorable_negotiation-L0-8b01faa970,0,1,0,1,0.0,1.0,-1.0,0.33180814745647025,0.3333333333333334,-0.0015251858768631776,0.06725206611570245,0.06725206611570245,0.0,5.286075844383734
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-0982956a60,scorable_negotiation-L0-8b01faa970,1,1,0,1,0.0,1.0,-1.0,0.33180814745647025,0.3333333333333334,-0.0015251858768631776,0.06725206611570245,0.06725206611570245,0.0,5.286075844383734
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-652e01863f,scorable_negotiation-L0-90316f9784,0,1,0,1,0.3333333333333333,0.0,0.3333333333333333,0.30144170183675406,0.3333333333333334,-0.031891631496579365,0.035585585585585666,0.035585585585585555,-1.1102230246251565e-16,5.607505783604109
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-94086d7146,scorable_negotiation-L0-90316f9784,1,1,0,2,0.3333333333333333,0.0,0.3333333333333333,0.3015054850997471,0.3333333333333334,-0.03182784823358631,0.035585585585585666,0.035585585585585555,-1.1102230246251565e-16,5.609932826294022
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-347c8b2d69,scorable_negotiation-L0-b7ecc0292a,0,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.36269686624673775,0.3333333333333334,0.029363532913404322,0.03410138248847949,0.03410138248847927,-2.220446049250313e-16,5.295995332124555
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-737022ed3e,scorable_negotiation-L0-b7ecc0292a,1,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.36708268756083984,0.3333333333333334,0.03374935422750641,0.04012041729982374,0.03410138248847927,-0.00601903481134447,5.214170433865771
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-f8a82544a7,scorable_negotiation-L0-c1677e5f6d,0,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.3626968662467377,0.3333333333333334,0.029363532913404267,0.06290322580645158,0.06290322580645158,0.0,5.295995332124555
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-02c05201bd,scorable_negotiation-L0-c1677e5f6d,1,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.36708268756083967,0.3333333333333334,0.033749354227506245,0.06892226061779627,0.06290322580645158,-0.006019034811344692,5.21417043386577
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-455ad8136a,scorable_negotiation-L0-c82eb2eac9,0,1,0,1,0.6666666666666666,1.0,-0.33333333333333337,0.39711659632649193,0.3333333333333334,0.06378326299315851,0.044720496894409933,0.044720496894409933,0.0,5.6075057836041085
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-9f4213b3b6,scorable_negotiation-L0-c82eb2eac9,1,1,0,4,1.0,1.0,0.0,0.3948057517135345,0.3333333333333334,0.061472418380201066,0.044720496894409933,0.044720496894409933,0.0,5.455044442407178
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-ecdfd0a164,scorable_negotiation-L0-cc71a35c80,0,1,0,1,0.6666666666666666,0.0,0.6666666666666666,0.301441701836754,0.3333333333333334,-0.03189163149657942,0.02200000000000002,0.02199999999999991,-1.1102230246251565e-16,5.607505783604108
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-3137a0a60b,scorable_negotiation-L0-cc71a35c80,1,1,0,3,1.0,0.0,1.0,0.33333333333333337,0.3333333333333334,-5.551115123125783e-17,0.05053485598996621,0.02199999999999991,-0.0285348559899663,5.853454293096021
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-9408daf18d,scorable_negotiation-L0-ce3bfa6570,0,1,0,7,1.0,0.3333333333333333,0.6666666666666667,0.39635501397632744,0.3333333333333334,0.06302168064299402,0.052484472049689535,0.052484472049689423,-1.1102230246251565e-16,5.621871513537953
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-82dc0583a6,scorable_negotiation-L0-ce3bfa6570,1,1,0,5,1.0,0.3333333333333333,0.6666666666666667,0.5248333907752055,0.3333333333333334,0.1915000574418721,0.06007613308135118,0.052484472049689423,-0.007591661031661756,5.214988014330996
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-5456fdb13d,scorable_negotiation-L0-eddb2da273,0,1,0,1,1.0,1.0,0.0,0.36269686624673764,0.3333333333333334,0.02936353291340421,0.021428571428571463,0.021428571428571352,-1.1102230246251565e-16,5.295995332124556
advocate_v2_uncapped_baseline,scorable_negotiation-moves_chat-b6be657476,scorable_negotiation-L0-eddb2da273,1,1,0,1,1.0,1.0,0.0,0.3670826875608397,0.3333333333333334,0.0337493542275063,0.027447606239915823,0.021428571428571352,-0.00601903481134447,5.214170433865771
